,STATE,COUNTY,FIPS,WAC,BA,IA,AA,NA
0,Alabama,Autauga County,1001,44080.06693342505,9653.512996533549,251.2055531267975,469.85724973285863,47.35726718175802
1,Alabama,Baldwin County,1003,161276.7420693612,17933.87640786832,1357.189315682922,1430.9088140767192,132.28339301085475
2,Alabama,Barbour County,1005,13994.261946231632,13071.385122079271,168.19506998197951,112.92229552475816,48.235566182359634
3,Alabama,Bibb County,1007,17715.411024721318,5044.585596402446,67.16890063258067,22.092092798040216,33.742385445618325
4,Alabama,Blount County,1009,55931.18906619469,827.0346673538244,352.73517031405316,125.25943749252201,64.78165864491228
5,Alabama,Bullock County,1011,2919.758783387119,7777.227691844771,87.5982666861847,20.495971801608313,83.91928628031692
6,Alabama,Butler County,1013,11385.803901652907,9276.56339672123,63.496074649260976,193.69725372125976,8.439373255343845
7,Alabama,Calhoun County,1015,92087.35014141831,24708.376263643964,592.3964187386424,889.7000165231009,115.17715967598446
8,Alabama,Chambers County,1017,20306.626471634754,13600.950359634748,70.98820376927635,193.3026750314569,17.132289929762038
9,Alabama,Cherokee County,1019,24548.854909502807,1230.2050667794874,133.2096154693617,60.03979111551536,7.690617132830999
10,Alabama,Chilton County,1021,38819.86507007459,4355.527689964945,208.7085736966948,146.99278526880187,89.90588099496529
11,Alabama,Choctaw County,1023,7695.075408276378,6118.451816604759,18.909037764302557,13.563737354561445,0.0
12,Alabama,Clarke County,1025,14072.357606827274,11541.443116856577,106.79446568184659,82.34079583124358,4.064014803058971
13,Alabama,Clay County,1027,11709.64610572855,2127.6191199093096,54.57134942628025,27.16342493586116,0.0
14,Alabama,Cleburne County,1029,14377.587307314636,501.44198207271614,52.33732407902458,22.7040896968636,12.929296836760038
15,Alabama,Coffee County,1031,39699.3845541502,8521.183655226307,732.3205897217177,661.6206198360425,233.49058106573625
16,Alabama,Colbert County,1033,44879.307604568814,8940.555839037726,296.19912270025907,247.211576471487,21.72585722171604
17,Alabama,Conecuh County,1035,6784.231663308984,6351.949931219451,42.88500458726135,20.832077650769094,1.101323233534041
18,Alabama,Coosa County,1037,7720.15440174767,3679.3011864578366,69.2119721488093,17.409077178404964,20.923362467278608
19,Alabama,Covington County,1039,32439.24142092011,4901.225363369826,241.3456965839233,167.05679016490518,1.1307289612382248
20,Alabama,Crenshaw County,1041,10343.606982839387,3272.5865998433064,58.62361161996461,207.29886496158798,8.883940735755749
21,Alabama,Cullman County,1043,78595.48428646424,938.0156857578752,470.6916848848185,354.3493633346055,36.45897955845085
22,Alabama,Dale County,1045,39302.60795044115,9824.710382251396,403.44179731129066,540.0568442651255,51.18302573103736
23,Alabama,Dallas County,1047,12939.684460005368,30555.678454561854,87.10503212818398,156.7711825815473,11.760870723047729
24,Alabama,DeKalb County,1049,67261.0199407962,1274.4904075171764,1567.9421293038051,268.7102430144524,632.8372793683686
25,Alabama,Elmore County,1051,62324.85693726806,15961.973869552146,326.105531279666,528.6383713900074,87.42529051013088
26,Alabama,Escambia County,1053,24432.52474714016,12390.396490521889,1311.4456486717734,101.44245597551388,21.190657690663468
27,Alabama,Etowah County,1055,86363.41099273169,16282.797248321292,590.5435634594553,767.4776361939621,362.7705592935995
28,Alabama,Fayette County,1057,15135.43036288089,2003.197349583505,60.30050023651753,38.07178729908666,0.0
29,Alabama,Franklin County,1059,29805.15176571017,1290.6905081720442,480.54942754455317,79.7368569881759,37.87144158506027
30,Alabama,Geneva County,1061,23823.89244979043,2609.29718733702,237.82463920613054,75.7356465571772,16.2500771092414
31,Alabama,Greene County,1063,1554.9091900718154,7438.404538748128,20.665784029832295,18.0204871502247,0.0
32,Alabama,Hale County,1065,6309.561840759627,9375.31742710407,23.88525144625933,36.32212383621414,0.9133568538321596
33,Alabama,Henry County,1067,12092.756615646724,5071.080679203686,58.42866445880968,61.57574916232049,2.1582915284612123
34,Alabama,Houston County,1069,73283.64630697852,26622.855775714695,505.21413713870356,859.2449770331799,63.038803134896675
35,Alabama,Jackson County,1071,50170.65003242958,1846.7400938848307,841.9039868553162,235.38566678442575,73.32022004585036
36,Alabama,Jefferson County,1073,366494.39432528144,278765.0681446117,2395.8845013668265,9395.275496866983,469.3775318730037
37,Alabama,Lamar County,1075,12786.68420893595,1726.664246206366,23.992169049717248,5.5485968398362076,2.110778968131476
38,Alabama,Lauderdale County,1077,81954.87834700606,9528.480667152777,356.9938602401664,743.0443954554504,50.602730145566696
39,Alabama,Lawrence County,1079,28219.328139776222,3950.379309442126,2072.5411788849124,43.85721575071818,7.894156146022993
40,Alabama,Lee County,1081,102751.37640783259,32970.78395929294,487.58669350744435,3677.260090235029,138.99284913199784
41,Alabama,Limestone County,1083,70314.3492596097,10582.794517293936,722.7162336640442,939.6730747046092,138.4669147277054
42,Alabama,Lowndes County,1085,2823.716349763602,8400.33342974744,26.400939124898052,26.549281364063013,0.0
43,Alabama,Macon County,1087,3627.4828303110203,17630.84728717421,27.84182011161446,87.22181738589605,3.606245017259975
44,Alabama,Madison County,1089,241155.76251490964,81020.0992365693,2878.615134455105,8417.185567591581,439.33754647437036
45,Alabama,Marengo County,1091,9846.328291272535,11016.768433770041,39.70833703955043,56.21445425120716,38.98048366666609
46,Alabama,Marion County,1093,29350.06331447025,1239.5328374892622,101.88432554663346,59.89544261698792,18.624079876865146
47,Alabama,Marshall County,1095,89279.66652064252,1796.4503405756436,1133.2682201897742,523.6749813065585,230.9399372855023
48,Alabama,Mobile County,1097,257052.34978465733,143175.6776438975,3918.9701098674113,7746.955969787392,254.04649179037048
49,Alabama,Monroe County,1099,12932.203292531465,9759.162737137132,260.71322987244827,71.17807906561154,9.742661393343823
